nanoId;country;region;province;department;village;onchainId;latitude;longitude;openstreetmap;coordinatesLevel
bmuFSasYLnUi;BF;Plateau Central;Ganzourgou;ZORGHO;Zempassogo;0xbb3457bc18c9671125585b9c3c6ed418;12.251629;-0.720589;https://www.openstreetmap.org/#map=14/12.251629/-0.720589;VILLAGE
byI-ShP44Lxb;BF;Plateau Central;Ganzourgou;ZORGHO;Yougoulmand̩;0x075acc7c453dd299f0c36a2b3aafadb1;12.2465618;-0.6278012;https://www.openstreetmap.org/#map=14/12.2465618/-0.6278012;DEPARTMENT
UCos06EMcK4g;BF;Plateau Central;Ganzourgou;ZORGHO;Kourgou;0xa7979e60052c9b3c9f220f47c7011985;12.3708605;0.6732669;https://www.openstreetmap.org/#map=14/12.3708605/0.6732669;VILLAGE
VutDjDuqaGPx;BF;Plateau Central;Ganzourgou;ZORGHO;Soubdougou;0xb2df6800a0127c01de620e3173ec992d;12.2465618;-0.6278012;https://www.openstreetmap.org/#map=14/12.2465618/-0.6278012;DEPARTMENT
TgTdfkFauSQr;BF;Plateau Central;Ganzourgou;ZORGHO;Tampelc̩;0x3462fd652ad5ba7e05a7c63e0b187228;12.2465618;-0.6278012;https://www.openstreetmap.org/#map=14/12.2465618/-0.6278012;DEPARTMENT
qECbKVPBGazn;BF;Plateau Central;Ganzourgou;ZORGHO;Bokin koudgo;0xa39a20d82008dd0fb20c521e97fa2e09;12.2465618;-0.6278012;https://www.openstreetmap.org/#map=14/12.2465618/-0.6278012;DEPARTMENT
WVjS7cKCD4sU;BF;Plateau Central;Ganzourgou;ZORGHO;Torodo;0xf697d8cdb92b1d4f5ba98af6704ec12d;12.2;-0.483333;https://www.openstreetmap.org/#map=14/12.2/-0.483333;VILLAGE
N7pvKr3jjVOl;BF;Plateau Central;Ganzourgou;ZORGHO;Tourgoum-Tenga;0x48e7c178d0293fad1dac918d69b09a1c;12.2465618;-0.6278012;https://www.openstreetmap.org/#map=14/12.2465618/-0.6278012;DEPARTMENT
zL33E-MwOPkr;BF;Plateau Central;Ganzourgou;ZORGHO;Tamasgo de torodo;0x32b0418301475f5803ab4e19295778f2;12.2465618;-0.6278012;https://www.openstreetmap.org/#map=14/12.2465618/-0.6278012;DEPARTMENT
dW6U4MnkYuhS;BF;Plateau Central;Ganzourgou;ZORGHO;Zainga;0x5f94a84786f67234416764c047a6beee;12.2465618;-0.6278012;https://www.openstreetmap.org/#map=14/12.2465618/-0.6278012;DEPARTMENT
F_fZdJ2UBOg7;BF;Plateau Central;Ganzourgou;ZORGHO;Daguinto̩ga;0xa3046810b8c6996cb18e2bd4006405c8;12.2465618;-0.6278012;https://www.openstreetmap.org/#map=14/12.2465618/-0.6278012;DEPARTMENT
oTjj_6hxHZwj;BF;Plateau Central;Ganzourgou;ZORGHO;Kologuessom;0x21f118dd01eca20116ce4dd3a6651abe;12.2465618;-0.6278012;https://www.openstreetmap.org/#map=14/12.2465618/-0.6278012;DEPARTMENT
WdeMgLsYCVU9;BF;Plateau Central;Ganzourgou;ZORGHO;Koulgmasga;0x640f8ac8ca50d5fd7e171faf68396672;12.2465618;-0.6278012;https://www.openstreetmap.org/#map=14/12.2465618/-0.6278012;DEPARTMENT
HDL_0fTLifB1;BF;Plateau Central;Ganzourgou;ZORGHO;Kidiba;0x21f693511322210c8aa932a3dc851ea6;12.2465618;-0.6278012;https://www.openstreetmap.org/#map=14/12.2465618/-0.6278012;DEPARTMENT
BIAhed_VguT0;BF;Plateau Central;Ganzourgou;ZORGHO;Nabitenga;0x1cbff45078a3a0ae73588c863dd54e2e;12.452962;-0.582447;https://www.openstreetmap.org/#map=14/12.452962/-0.582447;VILLAGE
vkeBpGQsm0If;BF;Plateau Central;Ganzourgou;ZORGHO;Dab̬ga;0x606dab6250ad28d0a0a46d866dd70917;12.2465618;-0.6278012;https://www.openstreetmap.org/#map=14/12.2465618/-0.6278012;DEPARTMENT
Wah1hfg43z3i;BF;Plateau Central;Ganzourgou;ZORGHO;Taga;0xce4c0a12056501760acc2c9285006126;11.15954;-2.1940899;https://www.openstreetmap.org/#map=14/11.15954/-2.1940899;VILLAGE
2ppc-ZAEYPMU;BF;Plateau Central;Ganzourgou;ZORGHO;Koub̩ogo;0x4d4fc302fabe1f78b32b4052814a9657;12.2465618;-0.6278012;https://www.openstreetmap.org/#map=14/12.2465618/-0.6278012;DEPARTMENT
gDT-av2RBiNf;BF;Plateau Central;Ganzourgou;ZORGHO;Imiga;0x02e16ba0615e07f05a1ca9fd580c7dc6;12.316667;-0.55;https://www.openstreetmap.org/#map=14/12.316667/-0.55;VILLAGE
Fi7DotZnjkL7;BF;Plateau Central;Ganzourgou;ZORGHO;Boangtenga;0xb9348a40457a6c0ffa9f038b80cda289;12.2465618;-0.6278012;https://www.openstreetmap.org/#map=14/12.2465618/-0.6278012;DEPARTMENT
2UKjCUrA9Mu3;BF;Plateau Central;Ganzourgou;ZORGHO;Tamidou;0x1cbee0a3a93832235748f22b45bafc93;12.0932256;-0.4213218;https://www.openstreetmap.org/#map=14/12.0932256/-0.4213218;VILLAGE
ApqW95yGiAOl;BF;EST;Gnagna;THION;Naw̬ga;0x4738487939d0e1d2cff86914ce343128;13.0728537;-0.3206364;https://www.openstreetmap.org/#map=14/13.0728537/-0.3206364;DEPARTMENT
gfx_oFWzvSWd;BF;EST;Gnagna;THION;Harga;0x1cf2c11a644c07040928b00d19911d2d;13.0728537;-0.3206364;https://www.openstreetmap.org/#map=14/13.0728537/-0.3206364;DEPARTMENT
_OaMHqp38xmu;BF;EST;Gnagna;THION;Laranga;0x0f3272e0bf3982a1049db37c554257fb;13.0728537;-0.3206364;https://www.openstreetmap.org/#map=14/13.0728537/-0.3206364;DEPARTMENT
2dgiXlw4H_fu;BF;EST;Gnagna;THION;Dimkoura;0xccce73f459748cee64274ec106a669db;13.0728537;-0.3206364;https://www.openstreetmap.org/#map=14/13.0728537/-0.3206364;DEPARTMENT
LIqBoa0k0qA7;BF;EST;Gnagna;THION;Doyana;0x8df7635ca3db89528697881527595185;13.3784878;-0.1577145;https://www.openstreetmap.org/#map=14/13.3784878/-0.1577145;VILLAGE
ANFJ08IYRjYd;BF;EST;Gnagna;THION;Sekoussi;0x68a1e575c00880d7a2a25ecc06a6b4f9;13.0728537;-0.3206364;https://www.openstreetmap.org/#map=14/13.0728537/-0.3206364;DEPARTMENT
CLeJro_8Nxko;BF;EST;Gnagna;THION;Banogo;0xbabef031154f8e0b5e654f94a6eaa925;13.0728537;-0.3206364;https://www.openstreetmap.org/#map=14/13.0728537/-0.3206364;DEPARTMENT
AIwjgmbj5vqA;BF;EST;Gnagna;THION;Diapalga;0xb0cfe5a275504a2544d404e1157d6614;13.0728537;-0.3206364;https://www.openstreetmap.org/#map=14/13.0728537/-0.3206364;DEPARTMENT
YQE9GSoHB7Ns;BF;EST;Gnagna;THION;Si̩ssin;0x709b2aa6fc068afd868213a73de79dae;13.0728537;-0.3206364;https://www.openstreetmap.org/#map=14/13.0728537/-0.3206364;DEPARTMENT
cWaMVZfOco_f;BF;EST;Gnagna;THION;Diaka;0xb96faecd8ebf80b654128f1a0f6a36c7;12.9868742;-0.3305787;https://www.openstreetmap.org/#map=14/12.9868742/-0.3305787;VILLAGE
honF7vYdauVv;BF;EST;Gnagna;THION;Bangaye;0x6ee673b504f68b834db33126ddadf2d1;13.0728537;-0.3206364;https://www.openstreetmap.org/#map=14/13.0728537/-0.3206364;DEPARTMENT
QRjNOPeBC9bY;BF;EST;Gnagna;THION;Tambiri;0x81e497be104a484426071bc93062f3ee;13.3105932;-0.1638635;https://www.openstreetmap.org/#map=14/13.3105932/-0.1638635;VILLAGE
P9duZ8OYJ74X;BF;EST;Gnagna;THION;Tipolga;0x46e5a38e2ab23bbd5e438770865a039e;13.0728537;-0.3206364;https://www.openstreetmap.org/#map=14/13.0728537/-0.3206364;DEPARTMENT
s2YC5GAYbnXG;BF;EST;Gnagna;THION;Obdaga;0x36ce48031bad95abfa0be30cedb5b925;13.0728537;-0.3206364;https://www.openstreetmap.org/#map=14/13.0728537/-0.3206364;DEPARTMENT
EtRT2bu0oLfR;BF;EST;Gnagna;THION;Kamissi;0x835bb1d254ee88d01be295ae4810879d;13.230954;-0.243107;https://www.openstreetmap.org/#map=14/13.230954/-0.243107;VILLAGE
xuB5zhQihDUz;BF;EST;Gnagna;THION;Bangayeni;0x98da3aed8a3baf16fac1f279e7ab3ef6;13.0728537;-0.3206364;https://www.openstreetmap.org/#map=14/13.0728537/-0.3206364;DEPARTMENT
nLmNDzBAfQAh;BF;EST;Gnagna;THION;Lelcom;0x4715e6aa5c35e10410d5a427dc2ac628;13.0728537;-0.3206364;https://www.openstreetmap.org/#map=14/13.0728537/-0.3206364;DEPARTMENT
AoSRMkx_eioO;BF;EST;Gnagna;THION;Balamba;0xdc7c329d76904ceddafc133e77f4b792;12.3972442;-1.4685862;https://www.openstreetmap.org/#map=14/12.3972442/-1.4685862;VILLAGE
-wWAXWnLb-br;BF;EST;Gnagna;THION;Dioro;0xaa51e993c3c069e11624d7451b60f0bd;10.4154968;-2.9971215;https://www.openstreetmap.org/#map=14/10.4154968/-2.9971215;VILLAGE
NawDFzPdhj8N;BF;EST;Gnagna;THION;Yargoun;0x2e98d00b43b8193c0af3a4d2d3b56dd0;13.0728537;-0.3206364;https://www.openstreetmap.org/#map=14/13.0728537/-0.3206364;DEPARTMENT
HZEuhnBq8nxB;BF;EST;Gnagna;THION;Dioro-Folgou;0xb2e9686b33e7bfcbb31b76aee0300fd1;13.0728537;-0.3206364;https://www.openstreetmap.org/#map=14/13.0728537/-0.3206364;DEPARTMENT
thdP3LO2djA8;BF;Est;Gnagna;THION;Bogmissi;0xe7d50831ab7e35bfa46bb1ab9c3aa0e8;13.0728537;-0.3206364;https://www.openstreetmap.org/#map=14/13.0728537/-0.3206364;DEPARTMENT
Qllv6IsC3HTr;BF;EST;Gnagna;THION;3;0xb19c8e789ab3b7dfc4e0d6f61df068e7;28.6881368;-106.0405158;https://www.openstreetmap.org/#map=14/28.6881368/-106.0405158;VILLAGE
Qvyw1BHGv3ED;BF;EST;Gnagna;THION;Bogmissi;0xcf460976b68b38118b97dc8e64647088;13.0728537;-0.3206364;https://www.openstreetmap.org/#map=14/13.0728537/-0.3206364;DEPARTMENT
VQq7gI6hNhPu;BF;Centre Nord;Sanmatenga;BOUSSOUMA;GOARAGUI;0xdabb257d30714dae9132caeb7046b3d2;13.0275568;-1.151915;https://www.openstreetmap.org/#map=14/13.0275568/-1.151915;VILLAGE
2HfYgPcXQK6R;BF;Centre Nord;Sanmatenga;BOUSSOUMA;GUILLA;0x18fb0a0c663c9dceb45f6181d07ea2a0;11.6610426;-0.707505932423157;https://www.openstreetmap.org/#map=14/11.6610426/-0.707505932423157;DEPARTMENT
WZTpY6o5jLP2;BF;Centre Nord;Sanmatenga;BOUSSOUMA;TANHOKO;0x42d9dc61ec1bb2f101082b7fae5e1fa4;11.6610426;-0.707505932423157;https://www.openstreetmap.org/#map=14/11.6610426/-0.707505932423157;DEPARTMENT
KvyDOSDR2XIc;BF;Plateau Central;Oubritenga;ZITENGA;Tizilinziogo;0x754c33173b022f0a58dbf8ca25aac880;12.7495052;-1.2479283643548191;https://www.openstreetmap.org/#map=14/12.7495052/-1.2479283643548191;DEPARTMENT
2vdBQ1Sh4gHU;BF;Plateau Central;Oubritenga;ZITENGA;L̩lex̩;0x189b5a5332ac433da87fd764dd2902a7;12.7495052;-1.2479283643548191;https://www.openstreetmap.org/#map=14/12.7495052/-1.2479283643548191;DEPARTMENT
3BYonM5IuQTy;BF;Plateau Central;Oubritenga;ZITENGA;Bissiga Yarc̩;0x8523289875e8d7a0fe3a4960b391efcc;12.7495052;-1.2479283643548191;https://www.openstreetmap.org/#map=14/12.7495052/-1.2479283643548191;DEPARTMENT
HWJQ4SVJPNx1;BF;Plateau Central;Oubritenga;ZITENGA;Nioniopalogo;0x92897c67c738841bf7ababf8b5892eca;12.7495052;-1.2479283643548191;https://www.openstreetmap.org/#map=14/12.7495052/-1.2479283643548191;DEPARTMENT
byfkAvTMbg4K;BF;Plateau Central;Oubritenga;ZITENGA;Kogmasgo;0x39ce99199f9fde3194ba3ab2de1bec84;12.7495052;-1.2479283643548191;https://www.openstreetmap.org/#map=14/12.7495052/-1.2479283643548191;DEPARTMENT
1v0iZX1GAmUr;BF;Plateau Central;Oubritenga;ZITENGA;Zakin;0x22c319d69940e22f2607806b93496dce;12.2211025;-1.3965136;https://www.openstreetmap.org/#map=14/12.2211025/-1.3965136;VILLAGE
D8wAMNI23msz;BF;Plateau Central;Oubritenga;ZITENGA;Banguissom;0xe120b7d72be58ed47d79e4e3899b262c;12.7495052;-1.2479283643548191;https://www.openstreetmap.org/#map=14/12.7495052/-1.2479283643548191;DEPARTMENT
o2h5lyRH6IcI;BF;Plateau Central;Oubritenga;ZITENGA;Komnongo;0x5113bb8276b00c00e1c44a9cd42a3982;12.7495052;-1.2479283643548191;https://www.openstreetmap.org/#map=14/12.7495052/-1.2479283643548191;DEPARTMENT
3vmRLPRYoKIP;BF;Plateau Central;Oubritenga;ZITENGA;Dayagretenga;0x4652720e740c81d42061110f712d0320;12.7;-1.266667;https://www.openstreetmap.org/#map=14/12.7/-1.266667;VILLAGE
YKEVQ0XoVXDb;BF;Plateau Central;Oubritenga;ZITENGA;Zegdegin;0x530a189948a6d7e56270c62502743e1d;12.7495052;-1.2479283643548191;https://www.openstreetmap.org/#map=14/12.7495052/-1.2479283643548191;DEPARTMENT
BkwyI9alkpqH;BF;Plateau Central;Oubritenga;ZITENGA;Zeguedgin;0x6f5e4523a523fdbf54c031c21f74f1ac;12.7495052;-1.2479283643548191;https://www.openstreetmap.org/#map=14/12.7495052/-1.2479283643548191;DEPARTMENT
66wqtjMBmjZP;BF;Plateau Central;Oubritenga;ZITENGA;Barkoundba Mossi;0xc67411946e29ee13ec0075181ecebb5e;12.7495052;-1.2479283643548191;https://www.openstreetmap.org/#map=14/12.7495052/-1.2479283643548191;DEPARTMENT
BFBZwoDxB-IP;BF;Plateau Central;Oubritenga;ZITENGA;Nionk Mossi;0xdcfae40d6fc7fc079a0af0ac59bd9a4e;12.7495052;-1.2479283643548191;https://www.openstreetmap.org/#map=14/12.7495052/-1.2479283643548191;DEPARTMENT
-Shklu3eBFM8;BF;Plateau Central;Oubritenga;ZITENGA;Nionk Peulh;0x4c0d4d96bed2ff8e98ac74aa134ded38;12.7495052;-1.2479283643548191;https://www.openstreetmap.org/#map=14/12.7495052/-1.2479283643548191;DEPARTMENT
0eXEK5OtaTBs;BF;Plateau Central;Oubritenga;ZITENGA;Pendemtenga;0x2a3e6fd1123fe1ba5b3992756e7737e0;12.7495052;-1.2479283643548191;https://www.openstreetmap.org/#map=14/12.7495052/-1.2479283643548191;DEPARTMENT
81k85UN6Vzr0;BF;Plateau Central;Oubritenga;ZITENGA;Lemnongo;0x9e265a08c0a96438c15a06067b59d865;12.7495052;-1.2479283643548191;https://www.openstreetmap.org/#map=14/12.7495052/-1.2479283643548191;DEPARTMENT
6VZQf2YHu4ds;BF;Plateau Central;Oubritenga;ZITENGA;Bissiga Iran̩;0x492fb83864db34a8ada0794d2c0e1050;12.7495052;-1.2479283643548191;https://www.openstreetmap.org/#map=14/12.7495052/-1.2479283643548191;DEPARTMENT
Gmslz92WN1Gp;BF;Plateau Central;Oubritenga;ZITENGA;Bissiga Mossi;0x41172993b431bd3fc2d2aefade2b201f;12.7495052;-1.2479283643548191;https://www.openstreetmap.org/#map=14/12.7495052/-1.2479283643548191;DEPARTMENT
dYLBuW3aOYPF;BF;Plateau Central;Oubritenga;ZITENGA;Tampanga;0x688f5b966c611f5b3d9633383f85502a;12.7260828;-1.183436;https://www.openstreetmap.org/#map=14/12.7260828/-1.183436;VILLAGE
FrxCnde2DCdG;BF;Plateau Central;Oubritenga;ZITENGA;L̩kex̩;0x42639e422c3788b1930006910fadb013;12.7495052;-1.2479283643548191;https://www.openstreetmap.org/#map=14/12.7495052/-1.2479283643548191;DEPARTMENT
O7GG8ux1okGw;BF;Nord;Yatenga;RAMBO;RAMBO;0xaba2b5c9d985daf5e5231755668a9315;13.6054278;-2.1107449;https://www.openstreetmap.org/#map=14/13.6054278/-2.1107449;VILLAGE
WCWv-0pi3kfb;BF;Nord;Yatenga;RAMBO;NIOUSSI-TANGAYE;0x004d83dde38a8c7eb42289fecc339483;13.6054278;-2.1107449;https://www.openstreetmap.org/#map=14/13.6054278/-2.1107449;DEPARTMENT
mVhLjLdqpj5i;BF;Nord;Yatenga;KOSSOUKA;Kossouka;0x5647483cc92ad9f057b8f85e0f0889b9;13.3714585;-1.8983331;https://www.openstreetmap.org/#map=14/13.3714585/-1.8983331;VILLAGE
b-3TPftwbwK4;BF;Nord;Yatenga;KOSSOUKA;Koussouka;0x5bda4fa26897507ae9e12ad5bed2baa3;13.3714585;-1.8983331;https://www.openstreetmap.org/#map=14/13.3714585/-1.8983331;DEPARTMENT
b4KHGP1XiSPp;BF;Nord;Yatenga;KOSSOUKA;S̬keba;0xd535575d176305f8a33087b978d1994f;13.3714585;-1.8983331;https://www.openstreetmap.org/#map=14/13.3714585/-1.8983331;DEPARTMENT
nLmZ5GoXSM5s;BF;Nord;Yatenga;KOSSOUKA;Magarougou;0x5214f3321f7ccf92568125a77f23931d;13.6914058;-1.8912765;https://www.openstreetmap.org/#map=14/13.6914058/-1.8912765;VILLAGE
ZF6kOsvMOtzC;BF;Nord;Yatenga;OULA;Boursouma;0x4c8edaa426a560727156a46e2fbeac24;13.496552;-2.365329;https://www.openstreetmap.org/#map=14/13.496552/-2.365329;VILLAGE
dfP9aPBAobvj;BF;Nord;Yatenga;OULA;Bouro;0xbdc4afcd40e95cde8440308a70629217;14.3295699;-1.4362954;https://www.openstreetmap.org/#map=14/14.3295699/-1.4362954;VILLAGE
qOLVMrQCnb2F;BF;Nord;Yatenga;OULA;Bilinga;0x12f260f84ea06178b75dd756ec0146f2;13.4079333;-2.3726937;https://www.openstreetmap.org/#map=14/13.4079333/-2.3726937;VILLAGE
IUy3zBXUIvDb;BF;Nord;Yatenga;KOSSOUKA;Kapelego-Tangaye;0x9e3be04cc0e2820aedf1e4dbf0418ea6;13.3714585;-1.8983331;https://www.openstreetmap.org/#map=14/13.3714585/-1.8983331;DEPARTMENT
xAD8TaL5K9p-;BF;Nord;Yatenga;KOSSOUKA;Samtaga;0xdd150d1b44be7634e96d6d02eb075a68;13.3714585;-1.8983331;https://www.openstreetmap.org/#map=14/13.3714585/-1.8983331;DEPARTMENT
SFIi1A5Yvx6c;BF;Nord;Yatenga;OULA;Kourbo Mogo;0xc6e4f8393e9c2708467345c9cc10db50;13.5938154;-0.1428652;https://www.openstreetmap.org/#map=14/13.5938154/-0.1428652;DEPARTMENT
Tnsl6W6pWSc0;BF;Nord;Yatenga;OULA;Reka;0x8f2164c40fd4dccaefd7ca09a43a5868;28.7229245;-106.0890575;https://www.openstreetmap.org/#map=14/28.7229245/-106.0890575;VILLAGE
azXuO3PPwGnw;BF;Nord;Yatenga;OULA;Tilli;0x2f80fc7072260b9bc93d94875911e4be;13.486054;-2.350405;https://www.openstreetmap.org/#map=14/13.486054/-2.350405;VILLAGE
sJRA7khwXy97;BF;Nord;Yatenga;RAMBO;Koungo;0x4fdf2faa648a020dae8a61192bca033e;13.6054278;-2.1107449;https://www.openstreetmap.org/#map=14/13.6054278/-2.1107449;DEPARTMENT
qAqknrGJQtk4;BF;Nord;Yatenga;RAMBO;Koumna yargo;0xf4f3914426265b7efe3bb664e853cb79;13.1747364;-1.8507446;https://www.openstreetmap.org/#map=14/13.1747364/-1.8507446;VILLAGE
BrrOgcTtxzga;BF;Nord;Yatenga;RAMBO;Koumna Yargo;0x287e18e323d8fda0d66343d85cb6a1ab;13.1747364;-1.8507446;https://www.openstreetmap.org/#map=14/13.1747364/-1.8507446;VILLAGE
kQ8UEJ-E9TI-;BF;Nord;Yatenga;RAMBO;Tantoaga;0xe2e9852ff7d51a6049a4c827ba5e2013;13.6054278;-2.1107449;https://www.openstreetmap.org/#map=14/13.6054278/-2.1107449;DEPARTMENT
ZH88D7vIr4Dx;BF;Nord;Yatenga;RAMBO;Nioussi-Tangaye;0x6a95cdaf90da20662689d2b52d240251;13.6054278;-2.1107449;https://www.openstreetmap.org/#map=14/13.6054278/-2.1107449;DEPARTMENT
FS3u_UuYo43T;BF;Nord;Zondoma;BASSI;Bassi;0x261bd5fa63d3758b20aa30e1f25dbf29;13.308236749999999;-2.2280023498779986;https://www.openstreetmap.org/#map=14/13.308236749999999/-2.2280023498779986;VILLAGE
PES0LlXyNZhm;BF;Nord;Passore;BOKIN;Siguidiguen;0x59683dc82d6bb64b4a3b0408eebcce8c;13.008375000000001;-1.7295539155981903;https://www.openstreetmap.org/#map=14/13.008375000000001/-1.7295539155981903;DEPARTMENT
ELKTOCZnyVeG;BF;Nord;Passore;BOKIN;Tegsagbo;0xfb2abf1810f3c9e76888cb30e946cdff;13.008375000000001;-1.7295539155981903;https://www.openstreetmap.org/#map=14/13.008375000000001/-1.7295539155981903;DEPARTMENT
