yelenId;year;seasonStart;seasonEnd;indexType;locationNanoId;region;province;department;city;beneficiarySex;subscriptionDate;premium;sumInsured;triggerSevere;payoutSevere;triggerMedium;payoutMedium;triggerLow;payoutLow;indexReferenceValue;indexEndOfSeasonValue;indexRatio;payoutEstimated
QF103703;2023;Decade 13;Decade 32;WRSI Sorgho;b4KHGP1XiSPp;Nord;Yatenga;KOSSOUKA;;F;2023-10-14 00:00:00;12600;100000;0.7;100000;0.8;25000;0.9;10000;77.5955915677859;74.5588830253962;0.960864934707832;0
QF103704;2023;Decade 13;Decade 32;WRSI Sorgho;mVhLjLdqpj5i;Nord;Yatenga;KOSSOUKA;;F;2023-10-14 00:00:00;12600;100000;0.7;100000;0.8;25000;0.9;10000;77.5955915677859;74.5588830253962;0.960864934707832;0
QF103705;2023;Decade 13;Decade 32;WRSI Sorgho;b4KHGP1XiSPp;Nord;Yatenga;KOSSOUKA;;M;2023-10-14 00:00:00;12600;100000;0.7;100000;0.8;25000;0.9;10000;77.5955915677859;74.5588830253962;0.960864934707832;0
QF103706;2023;Decade 13;Decade 32;WRSI Sorgho;mVhLjLdqpj5i;Nord;Yatenga;KOSSOUKA;;F;2023-10-14 00:00:00;12600;100000;0.7;100000;0.8;25000;0.9;10000;77.5955915677859;74.5588830253962;0.960864934707832;0
QF103707;2023;Decade 13;Decade 32;WRSI Sorgho;mVhLjLdqpj5i;Nord;Yatenga;KOSSOUKA;;M;2023-10-14 00:00:00;12600;100000;0.7;100000;0.8;25000;0.9;10000;77.5955915677859;74.5588830253962;0.960864934707832;0
QF103708;2023;Decade 13;Decade 32;WRSI Sorgho;mVhLjLdqpj5i;Nord;Yatenga;KOSSOUKA;;M;2023-10-14 00:00:00;12600;100000;0.7;100000;0.8;25000;0.9;10000;77.5955915677859;74.5588830253962;0.960864934707832;0
QF103709;2023;Decade 13;Decade 32;WRSI Sorgho;mVhLjLdqpj5i;Nord;Yatenga;KOSSOUKA;;F;2023-10-14 00:00:00;12600;100000;0.7;100000;0.8;25000;0.9;10000;77.5955915677859;74.5588830253962;0.960864934707832;0
QF103710;2023;Decade 13;Decade 32;WRSI Sorgho;b4KHGP1XiSPp;Nord;Yatenga;KOSSOUKA;;F;2023-10-14 00:00:00;12600;100000;0.7;100000;0.8;25000;0.9;10000;77.5955915677859;74.5588830253962;0.960864934707832;0
QF103711;2023;Decade 13;Decade 32;WRSI Fusion;mVhLjLdqpj5i;Nord;Yatenga;KOSSOUKA;;F;2023-10-14 00:00:00;12600;100000;0.7;100000;0.8;25000;0.9;10000;77.6990836816241;74.7462951308723;0.9619971251803817;0
QF103712;2023;Decade 13;Decade 32;WRSI Fusion;mVhLjLdqpj5i;Nord;Yatenga;KOSSOUKA;;F;2023-10-14 00:00:00;12600;100000;0.7;100000;0.8;25000;0.9;10000;77.6990836816241;74.7462951308723;0.9619971251803817;0
QF103713;2023;Decade 13;Decade 32;WRSI Sorgho;ZF6kOsvMOtzC;Nord;Yatenga;OULA;;M;2023-10-07 00:00:00;12600;100000;0.7;100000;0.8;25000;0.9;10000;75.2112289892114;78.3236984012643;1.0413830415202943;0
QF103714;2023;Decade 13;Decade 32;WRSI Sorgho;dfP9aPBAobvj;Nord;Yatenga;OULA;;M;2023-10-07 00:00:00;12600;100000;0.7;100000;0.8;25000;0.9;10000;75.2112289892114;78.3236984012643;1.0413830415202943;0
QF103715;2023;Decade 13;Decade 32;WRSI Sorgho;dfP9aPBAobvj;Nord;Yatenga;OULA;;M;2023-10-07 00:00:00;12600;100000;0.7;100000;0.8;25000;0.9;10000;75.2112289892114;78.3236984012643;1.0413830415202943;0
QF103716;2023;Decade 13;Decade 32;WRSI Sorgho;qOLVMrQCnb2F;Nord;Yatenga;OULA;;M;2023-10-07 00:00:00;12600;100000;0.7;100000;0.8;25000;0.9;10000;75.2112289892114;78.3236984012643;1.0413830415202943;0
